Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Winestyle
Tinta Barocca 2017,South Africa,Swartland,Allesverloren,3.7,0.3317799262711281,0.07780706378492355,2017,Red
Petit Clos Pinot Noir 2017,New Zealand,Marlborough,Clos Henri Vineyard,3.6,0.3324754816721158,0.13442277279915657,2017,Red
Puro Malbec 2018,Argentina,Mendoza,Dieter Meier,3.9,0.3324754816721158,0.1301001581444386,2018,Red
1954 Primitivo Puglia 2016,Italy,Puglia,Cantine Paradiso,4.2,0.3331710370731035,0.13632050606220347,2016,Red
Sandstone Merlot 2015,United States,Livermore Valley,Wente,3.8,0.3331710370731035,0.07970479704797048,2015,Red
(B) Old Vine Zinfandel Lodi 2017,United States,Lodi,Brazin,4.1,0.3331710370731035,0.13442277279915657,2017,Red
Médoc 2010,France,Médoc,Château Ramafort,3.8,0.3331710370731035,0.17659462308908802,2010,Red
Résonance Pinot Noir 2015,United States,Willamette Valley,Résonance,4.0,0.3331710370731035,0.49741697416974173,2015,Red
Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Tenuta CastelGiocondo,4.2,0.9999999999999999,0.3543489720611492,2013,Red
Reserva Rioja (Finca Ygay) 2015,Spain,Rioja,Marqués de Murrieta,4.1,0.9999999999999999,0.1506589351607802,2015,Red
Mercurey 2016,France,Mercurey,Château de Chamirey,4.0,0.3338665924740912,0.30374275171323145,2016,Red
Margaux (Grand Cru Classé) 2005,France,Margaux,Château d'Issan,4.3,0.3338665924740912,1.0,2005,Red
Blason d'Aussières Corbières 2016,France,Corbières,Château d’Aussières,3.5,0.3338665924740912,0.11839746968898263,2016,Red
Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Biondi-Santi,4.4,0.3338665924740912,1.0,2013,Red
Seccal Valpolicella Ripasso Classico Superiore 2016,Italy,Valpolicella Ripasso Classico,Nicolis,3.9,0.3338665924740912,0.11333684765419083,2016,Red
Selvarossa Riserva 2015,Italy,Salice Salentino,Cantine due Palme,4.1,0.3338665924740912,0.13442277279915657,2015,Red
Campaccio 2011,Italy,Toscana,Terrabianca,3.9,0.3345621478750789,0.2398523985239852,2011,Red
Cabernet Sauvignon 2014,United States,California,Crane Lake,3.0,0.3345621478750789,0.05007907221929362,2014,Red
120 'CCC' Cabernet Franc - Carmenère - Cabernet Sauvignon 2017,Chile,Central Valley,Santa Rita,3.4,0.3352577032760666,0.03363205060622034,2017,Red
Auténtico Malbec 2018,Argentina,Cafayate Valley,Colomé,4.2,0.3352577032760666,0.2316288877174486,2018,Red
Rioja Reserva 2014,Spain,Rioja,Castillo Clavijo,4.1,0.3352577032760666,0.09762783342119136,2014,Red
Reius Amarone della Valpolicella Classico 2013,Italy,Amarone della Valpolicella,Sartori,4.1,0.3352577032760666,0.2820242488139167,2013,Red
Château Paul Mas Coteaux du Languedoc Clos des Mures 2016,France,Languedoc,Paul Mas,3.8,0.3352577032760666,0.23869267264101213,2016,Red
Les Griffons Pauillac 2015,France,Pauillac,Château Pichon Baron,4.1,0.3352577032760666,0.4795993674222456,2015,Red
Single Vineyard Finca Valdelayegua Crianza 2016,Spain,Ribera del Duero,PradoRey,3.8,0.3352577032760666,0.14127569847127044,2016,Red
Leonardo Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Cantine Leonardo da Vinci,4.1,0.3352577032760666,0.3094359515023722,2013,Red
Culmen Reserva Rioja 2011,Spain,Rioja,Lan,4.3,0.3359532586770543,0.5570901423299948,2011,Red
Coma Vella Priorat 2013,Spain,Priorat,Mas d'en Gil,4.1,0.3359532586770543,0.26715867158671586,2013,Red
Croix Canon Saint-Émilion Grand Cru 2012,France,Saint-Émilion Grand Cru,Château Canon,4.1,0.336648814078042,0.4490247759620454,2012,Red
Bin 138 Shiraz - Grenache - Mataro 2015,Australia,Barossa Valley,Penfolds,4.0,0.336648814078042,0.4094886663152346,2015,Red
La Poja (Monovitigno Corvina Veronese) 2013,Italy,Verona,Allegrini,4.2,0.336648814078042,0.6142329994728518,2013,Red
Barolo del Comune di Serralunga d'Alba 2013,Italy,Barolo,Tenuta Cucco,4.1,0.336648814078042,0.22266736953083816,2013,Red
Pauillac (Grand Cru Classé) 2015,France,Pauillac,Château d'Armailhac,4.0,0.336648814078042,0.8090669478123353,2015,Red
Colheita Seleccionada Tinto 2017,Portugal,Alentejano,Quinta do Paral,4.0,0.01808444042567994,0.17754348972061149,2017,Red
Zinfandel Sonoma Heritage Vines 2017,United States,Dry Creek Valley,Rancho Zabaco,3.7,0.01808444042567994,0.10553505535055352,2017,Red
Petresco 2013,Italy,Chianti Classico,Cinciole,4.0,0.01808444042567994,0.36710595677385344,2013,Red
Christina Ribera del Duero 2016,Spain,Ribera del Duero,Astrales,4.3,0.01808444042567994,0.4087506589351608,2016,Red
Bourgogne Pinot Noir 2016,France,Bourgogne,Domaine des Perdrix,3.7,0.01808444042567994,0.39472851871375864,2016,Red
Cahors Malbec 2014,France,Cahors,Lionel Osmin & Cie,3.2,0.01808444042567994,0.058724301528729574,2014,Red
Aglianico Beneventano 2017,Italy,Campania,Vesevo,3.6,0.01808444042567994,0.03531892461781761,2017,Red
Tempranillo 2015,Spain,Ribera del Duero,Viñedos Milénico,3.9,0.01808444042567994,0.3568792830785451,2015,Red
Winemaker Reserva Cabernet Sauvignon 2019,Chile,Rapel Valley,Valdivieso,3.7,0.01808444042567994,0.06905640484976278,2019,Red
Sincaru Cannonau di Sardegna Riserva 2014,Italy,Cannonau di Sardegna,Surrau,4.1,0.01808444042567994,0.17026884554559832,2014,Red
Moulis-en-Médoc 2016,France,Moulis-en-Médoc,Château Dutruch Grand Poujeaux,4.1,0.01808444042567994,0.22646283605693202,2016,Red
Mount Hermon Cabernet Sauvignon 2019,Israel,Galilee,Hermon,3.8,0.01808444042567994,0.08761201897733265,2019,Red
Le Masche Barbera d'Alba Superiore 2017,Italy,Barbera d'Alba,BelColle,3.9,0.01808444042567994,0.08476541908276225,2017,Red
Spätburgunder Trocken 2017,Germany,Pfalz,Stern,4.0,0.01808444042567994,0.08771744860305747,2017,Red
Villa Albergotti Riserva Chianti 2013,Italy,Chianti,Tipici dell'Aretino,3.4,0.01808444042567994,0.07116499736425935,2013,Red
Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Masseria Borgo dei Trulli,4.0,0.01808444042567994,0.08223510806536635,2018,Red
Crianza 2015,Spain,Navarra,Bodegas Príncipe de Viana,3.5,0.01808444042567994,0.033421191354770695,2015,Red
Otazu Edición Limitada Reserva Clásico 2012,Spain,Navarra,Bodega Otazu,3.9,0.01808444042567994,0.10964681075382185,2012,Red
Côtes de Provence Rouge 2014,France,Côtes de Provence,Château des Sarrins,3.8,0.01808444042567994,0.15129151291512916,2014,Red
Il Morino 2014,Italy,Toscana,Vignamaggio,3.5,0.01808444042567994,0.0643120716921455,2014,Red
Brunello di Montalcino Poggio Al Granchio 2013,Italy,Brunello di Montalcino,Val di Suga,4.1,0.01808444042567994,0.4401686874011597,2013,Red
Spätburgunder 2014,Germany,Pfalz,Oliver Zeter,3.4,0.01808444042567994,0.07221929362150764,2014,Red
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Fossacolle,4.1,0.01808444042567994,0.36763310490247764,2015,Red
Red Blend 2017,South Africa,Swartland,Badenhorst,3.9,0.01808444042567994,0.22498682129678438,2017,Red
Saint-Chinian 2013,France,Saint-Chinian,Hecht & Bannier,3.3,0.01808444042567994,0.11913547706905642,2013,Red
Red Blend 2016,Spain,Montsant,Intruso,3.9,0.01808444042567994,0.06125461254612547,2016,Red
Alicante 2017,Spain,Alicante,El Sequé,4.0,0.01808444042567994,0.22171850289931472,2017,Red
Salento Coribante 2018,Italy,Salento,Castello Monaci,3.9,0.01808444042567994,0.06062203479177649,2018,Red
François de Tournon Saint-Joseph 2017,France,Saint-Joseph,Delas,3.9,0.01808444042567994,0.32546125461254616,2017,Red
Charlie's Garden Shiraz 2015,Australia,Eden Valley,Two Hands,4.2,0.01808444042567994,0.48866631523458093,2015,Red
Brauneberger Mandelgraben Pinot Noir 2009,Germany,Mosel,Markus Molitor,4.1,0.01808444042567994,0.3141802846599895,2009,Red
Chianti Colli Senesi 2018,Italy,Chianti Colli Senesi,Poderi del Paradiso,3.7,0.01808444042567994,0.05324196099103847,2018,Red
Montepulciano d'Abruzzo Riserva 2011,Italy,Montepulciano d'Abruzzo,Nobile delle Rocche,3.8,0.01808444042567994,0.043964153927253564,2011,Red
Roca Roja Single Vineyard 2015,Spain,Priorat,Marco Abella,4.3,0.01808444042567994,0.8346863468634685,2015,Red
Vürsù Barolo Campè 2015,Italy,Barolo,La Spinetta,4.3,0.01808444042567994,0.9841855561412758,2015,Red
Bandol Rouge 2016,France,Bandol,Domaine de la Tour du Bon,3.9,0.01808444042567994,0.18471270426989986,2016,Red
Melodias Winemaker Selection Malbec 2018,Argentina,Mendoza,Trapiche,3.5,0.01808444042567994,0.04533473906167634,2018,Red
Norwood 2015,Australia,South Australia,Salomon Estate,3.7,0.01808444042567994,0.1407485503426463,2015,Red
L'Esprit de l'Horizon Rouge 2013,France,Côtes Catalanes,Domaine de l'Horizon,3.9,0.01808444042567994,0.19177648919346338,2013,Red
Amphora 2016,Portugal,Alentejano,Cortes de Cima,4.0,0.01808444042567994,0.20316288877174488,2016,Red
Camparrón Crianza 2015,Spain,Toro,Francisco Casas,3.8,0.01808444042567994,0.05461254612546126,2015,Red
Fatalis Fatum Red Blend 2016,United States,Long Island,Wölffer Estate,4.2,0.01808444042567994,0.3136531365313653,2016,Red
Altura Máxima Malbec 2016,Argentina,Salta,Colomé,4.1,0.01808444042567994,0.9383236689509753,2016,Red
4 Kilos 2017,Spain,Mallorca,4 Kilos Vinícola,3.8,0.01808444042567994,0.2829731154454402,2017,Red
Arborina Barolo 2015,Italy,Barolo,Elio Altare,4.3,0.01808444042567994,0.7838692672641012,2015,Red
Syrah - Viognier Sud de France 2017,France,Pays d'Oc,Arrogant Frog,3.5,0.01808444042567994,0.04849762783342119,2017,Red
La Roche Mère Malbec de Cahors 2014,France,Cahors,Crocus,4.5,0.01808444042567994,0.8102266736953084,2014,Red
Organic Nero di Troia 2017,Italy,Puglia,Maree d'Ione,4.0,0.3373443694790296,0.040063257775434895,2017,Red
Pinot Noir 2017,New Zealand,Marlborough,Saint Clair,3.5,0.3373443694790296,0.15224037954665262,2017,Red
Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Tenuta Il Poggione,3.8,0.3373443694790296,0.1395888244596732,2015,Red
Estate Cabernet Sauvignon 2016,United States,Santa Cruz Mountains,Ridge Vineyards,4.2,0.3373443694790296,0.8268845545598313,2016,Red
Veneto Rosso del Bepi 2008,Italy,Veneto,Quintarelli Giuseppe,4.5,0.33803992488001733,1.0,2008,Red
Asinone Vino Nobile di Montepulciano 2012,Italy,Vino Nobile di Montepulciano,Poliziano,4.2,0.33803992488001733,0.3338956246705324,2012,Red
V Reserva 2013,Spain,Rioja,Bodegas Faustino,3.8,0.9999999999999999,0.07211386399578282,2013,Red
Margaux (Grand Cru Classé) 2014,France,Margaux,Château Kirwan,4.1,0.33873548028100503,0.5150237216657881,2014,Red
Saint-Estèphe 2013,France,Saint-Estèphe,Château Haut-Beauséjour,3.7,0.33873548028100503,0.25893516078017925,2013,Red
Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château Pape Clément,4.3,0.33873548028100503,1.0,2016,Red
Reserva 2014,Spain,Rioja,Cune (CVNE),3.8,0.9999999999999999,0.10490247759620452,2014,Red
Le Volte 2017,Italy,Toscana,Ornellaia,3.9,0.9999999999999999,0.1580390089615182,2017,Red
La Tradizione Ruché di Castagnole Monferrato 2017,Italy,Monferrato,Montalbera,3.8,0.33943103568199273,0.11333684765419083,2017,Red
Merlot 2017,South Africa,Durbanville,De Grendel,4.0,0.33943103568199273,0.14907749077490776,2017,Red
Côtes du Rhône 2016,France,Côtes-du-Rhône,Xavier Vignon,3.6,0.34012659108298043,0.08170795993674224,2016,Red
Opi Montepulciano d'Abruzzo Colline Teramane Riserva 2008,Italy,Montepulciano d'Abruzzo Colline Teramane,Farnese,4.1,0.34012659108298043,0.19768054823405376,2008,Red
Taberner Tierra de Cádiz 2011,Spain,Cádiz,Huerta de Albala,4.2,0.34012659108298043,0.7736425935687928,2011,Red
Shiraz 2018,Australia,South Eastern Australia,Banrock Station,3.9,0.34012659108298043,0.04259356879283079,2018,Red
Rancia Chianti Classico Riserva 2015,Italy,Chianti Classico,Fèlsina,4.1,0.34012659108298043,0.5269372693726938,2015,Red
Châteauneuf-du-Pape 2013,France,Châteauneuf-du-Pape,Clos des Papes (Paul Avril),4.3,0.3408221464839681,0.8814971006852926,2013,Red
Petit Clos Pinot Noir 2016,New Zealand,Marlborough,Clos Henri Vineyard,3.6,0.3408221464839681,0.11122825513969425,2016,Red
Saint-Estèphe 2014,France,Saint-Estèphe,Château de Pez,4.0,0.3408221464839681,0.36636794939377965,2014,Red
Estate Vineyards Syrah (Shiraz) 2016,South Africa,Stellenbosch,Rust En Vrede,4.2,0.3408221464839681,0.25977859778597784,2016,Red
To Kalon Vineyard Reserve Cabernet Sauvignon 2014,United States,Oakville,Robert Mondavi,4.4,0.3415177018849558,1.0,2014,Red
Carmenère 2018,Chile,Central Valley,Frontera,3.5,0.3415177018849558,0.026357406431207174,2018,Red
Fico Grande Romagna Sangiovese 2017,Italy,Romagna,Poderi dal Nespoli,3.6,0.3415177018849558,0.049551924090669476,2017,Red
Blaufränkisch 2015,Austria,Neusiedlersee,Heinrich,3.7,0.3422132572859435,0.09330521876647338,2015,Red
Margaux (Grand Cru Classé) 2005,France,Margaux,Château Boyd-Cantenac,4.2,0.3422132572859435,0.7675276752767528,2005,Red
Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Epicuro,3.9,0.3422132572859435,0.056404849762783336,2018,Red
Pauillac (Grand Cru Classé) 2014,France,Pauillac,Château Clerc Milon,4.0,0.3429088126869312,0.9051133368476542,2014,Red
Triton Tinta de Toro 2014,Spain,Toro,Tridente,3.7,0.3429088126869312,0.14549288350026357,2014,Red
Rosso di Montalcino 2014,Italy,Rosso di Montalcino,Fanti,3.6,0.3429088126869312,0.08845545598313126,2014,Red
Les Forts de Latour Pauillac 2008,France,Pauillac,Château Latour,4.3,0.3429088126869312,1.0,2008,Red
Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Conte di Campiano,4.0,0.3436043680879189,0.04902477596204533,2017,Red
Rouge (Estate Reserve) 2003,South Africa,Stellenbosch,Morgenster Estate,4.3,0.3436043680879189,0.3773326304691618,2003,Red
Grand Vin Cahors 2012,France,Cahors,Château de Chambert,3.9,0.018779995826667627,0.2946758039008962,2012,Red
Pian di Rémole Rosso 2018,Italy,Toscana,Frescobaldi,3.2,0.018779995826667627,0.037638376383763834,2018,Red
Occhetti Nebbiolo d'Alba 2017,Italy,Nebbiolo d'Alba,Prunotto,3.6,0.018779995826667627,0.20917237743806008,2017,Red
Rioja Gran Reserva Magister Bibendi 2007,Spain,Rioja,Navarrsotillo,4.1,0.018779995826667627,0.158144438587243,2007,Red
Grand Classique Red Blend 2016,South Africa,Paarl,Glen Carlou,3.8,0.018779995826667627,0.14496573537163943,2016,Red
Cabernet Sauvignon - Merlot 2016,South Africa,Stellenbosch,Neethlingshof Estate,3.8,0.018779995826667627,0.06441750131787033,2016,Red
Berger Baron Bordeaux 2018,France,Bordeaux,Baron Philippe de Rothschild,3.2,0.018779995826667627,0.058724301528729574,2018,Red
Châteauneuf-du-Pape Rouge 2015,France,Châteauneuf-du-Pape,Les Halos de Jupiter,4.1,0.018779995826667627,0.35224037954665266,2015,Red
Gran Reserva 2012,Spain,Valdepeñas,Señorío de Grevol,3.2,0.018779995826667627,0.05904059040590406,2012,Red
La Chapelle de Bages Pauillac 2013,France,Pauillac,Château Haut-Bages Libéral,4.0,0.018779995826667627,0.25724828676858197,2013,Red
La Brulade Bandol 2015,France,Bandol,Domaine de la Bégude,4.1,0.018779995826667627,0.5245123879810226,2015,Red
Médoc 2015,France,Médoc,Château Lousteauneuf,3.4,0.018779995826667627,0.17554032683183976,2015,Red
Syrah Gimblett Gravels Vineyard 2017,New Zealand,Gimblett Gravels,Craggy Range,4.1,0.018779995826667627,0.3329467580390089,2017,Red
Lohsa Morellino di Scansano 2018,Italy,Morellino di Scansano,Poliziano,3.6,0.018779995826667627,0.10384818133895626,2018,Red
Garnacha - Monastrell 2017,Spain,Valencia,Los Frailes,3.7,0.018779995826667627,0.04638903531892461,2017,Red
Primo Sangiovese - Merlot 2018,Italy,Daunia,Farnese,3.5,0.018779995826667627,0.011913547706905642,2018,Red
Red 2013,Australia,South Australia,Simply Sunshine,3.6,0.018779995826667627,0.05851344227727991,2013,Red
Mervisano Barbera d'Alba 2013,Italy,Barbera d'Alba,Orlando Abrigo,3.9,0.018779995826667627,0.18555614127569847,2013,Red
Mathilde Saint-Emilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château La Fleur Morange,3.8,0.018779995826667627,0.25092250922509224,2015,Red
Magill Estate Shiraz 1999,Australia,Barossa,Penfolds,4.3,0.018779995826667627,1.0,1999,Red
Fetească Neagră 2018,Romania,Transylvania,Liliac,3.8,0.018779995826667627,0.124934106483922,2018,Red
Urschrei 2014,Germany,Rheinhessen,Lorenz,3.3,0.018779995826667627,0.047970479704797044,2014,Red
Reserve Merlot 2016,South Africa,Walker Bay,Creation,4.0,0.018779995826667627,0.3463363205060622,2016,Red
Schlatter Maltesergarten Spätburgunder 2016,Germany,Baden,Martin Waßmer,4.1,0.018779995826667627,0.18323668950975225,2016,Red
Garnacha 2018,Spain,Cariñena,Aldeya,3.7,0.018779995826667627,0.04438587243015287,2018,Red
La Roque 2017,France,Cahors,Mas del Périé - Fabien Jouves,3.7,0.018779995826667627,0.12387981022667371,2017,Red
Barda Pinot Noir 2019,Argentina,Patagonia,Chacra,3.7,0.018779995826667627,0.19188191881918823,2019,Red
Clos Badon Thunevin Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Thunevin,4.1,0.018779995826667627,0.41897733263046916,2016,Red
Listrac-Médoc 2017,France,Listrac-Médoc,Château Fonréaud,3.8,0.018779995826667627,0.23057459146020032,2017,Red
Saint-Julien (Grand Cru Classé) 2007,France,Saint-Julien,Château Ducru-Beaucaillou,4.4,0.34429992348890653,1.0,2007,Red
Crozes-Hermitage Domaine de Thalabert 2013,France,Crozes-Hermitage,Paul Jaboulet Aîné,4.0,0.34429992348890653,0.3458091723774381,2013,Red
Contador de Estórias 2017,Portugal,Península de Setúbal,Manz,3.7,0.34429992348890653,0.08170795993674224,2017,Red
Gaia Red Blend 2018,Argentina,Tupungato,Domaine Bousquet,3.9,0.34429992348890653,0.09383236689509752,2018,Red
Haut-Médoc (Grand Cru Classé) 2005,France,Haut-Médoc,Château Belgrave,4.1,0.34429992348890653,0.5461254612546126,2005,Red
Bolgheri 2016,Italy,Bolgheri,Tenuta le Colonne,3.8,0.34429992348890653,0.1352662098049552,2016,Red
Merlot de Purcari 2017,Moldova,South Eastern,Château Purcari,4.0,0.34499547888989424,0.10363732208750659,2017,Red
Vendimia 2016,Spain,Ribera del Duero,Tresmano - Tr3smano,4.3,0.34499547888989424,0.441222983658408,2016,Red
Spätburgunder 'B' 2012,Germany,Pfalz,Friedrich Becker,3.6,0.34499547888989424,0.17185028993147075,2012,Red
Cabernet Sauvignon 2016,United States,Napa Valley,Black Stallion,4.2,0.9999999999999999,0.2996309963099631,2016,Red
Margaux (Grand Cru Classé) 2015,France,Margaux,Château Prieuré-Lichine,4.2,0.34569103429088194,0.525566684238271,2015,Red
Côte-Rôtie Brune & Blonde de Guigal 2016,France,Côte-Rôtie,E. Guigal,4.2,0.34569103429088194,0.37680548234053773,2016,Red
Tinta Barocca 2016,South Africa,Swartland,Allesverloren,3.7,0.3470821450928573,0.11744860305745913,2016,Red
Elos Cabernet Sauvignon - Malbec 2011,Brazil,Encruzilhada do Sul,Lidio Carraro,3.7,0.3470821450928573,0.2745387453874539,2011,Red
El Héroe Garnacha Viñas Viejas 2016,Spain,Aragón,Baltasar Gracián,3.8,0.3470821450928573,0.06852925672113863,2016,Red
Burdese 2010,Italy,Menfi,Planeta,3.9,0.3470821450928573,0.1877701634159199,2010,Red
Pomerol 2012,France,Pomerol,Château Plince,4.1,0.347777700493845,0.32419609910384817,2012,Red
Private Bin Pinot Noir 2018,New Zealand,Marlborough,Villa Maria,3.5,0.347777700493845,0.13115445440168688,2018,Red
Frescaripa Bardolino Classico 2018,Italy,Bardolino Classico,Masi,3.5,0.347777700493845,0.06389035318924619,2018,Red
Narassa 2017,France,Côtes du Roussillon Villages,Domaine Lafage,4.0,0.347777700493845,0.09815498154981553,2017,Red
Ca' de' Rocchi Valpolicella Ripasso Superiore Monterè 2017,Italy,Valpolicella Ripasso,Tinazzi,4.2,0.3484732558948327,0.13494992092778071,2017,Red
Cosimo Varvaglione Collezione Privata Primitivo di Manduria 2015,Italy,Primitivo di Manduria,Varvaglione,4.5,0.3484732558948327,0.19768054823405376,2015,Red
Signature Cabernet Sauvignon 2018,South Africa,Stellenbosch,Spier,3.3,0.3484732558948327,0.03531892461781761,2018,Red
Bolgheri Superiore Sondraia 2016,Italy,Bolgheri Superiore,Poggio Al Tesoro,4.4,0.3484732558948327,0.4087506589351608,2016,Red
Beef & Liberty Shiraz 2017,Australia,Limestone Coast,The Beefsteak Club,3.5,0.3484732558948327,0.07116499736425935,2017,Red
Portillo Malbec 2016,Argentina,Tunuyán,Salentein,3.4,0.9999999999999999,0.051027938850817085,2016,Red
Opus One 2010,United States,Napa Valley,Opus One,4.6,0.9999999999999999,1.0,2010,Red
Monastrell By El Sequé 2016,Spain,Alicante,El Sequé,3.8,0.3491688112958204,0.22509225092250923,2016,Red
56 Hundred Cabernet Sauvignon 2018,South Africa,Coastal Region,Nederburg,3.7,0.3498643666968081,0.03331576172904586,2018,Red
Tempranillo 2014,Spain,Rioja,Rolland & Galarreta 'R&G',3.8,0.3498643666968081,0.1157617290458619,2014,Red
Rioja Crianza Tempranillo - Garnacha 2016,Spain,Rioja,Castillo Clavijo,3.8,0.3498643666968081,0.05334739061676332,2016,Red
Saint-Estèphe 2015,France,Saint-Estèphe,Château Haut-Beauséjour,4.0,0.3498643666968081,0.22930943595150238,2015,Red
Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Tommasi,4.3,0.9999999999999999,0.34528202424881393,2015,Red
Grand Marrenon Rouge 2017,France,Luberon,Marrenon,3.9,0.35055992209779574,0.08223510806536635,2017,Red
Seleção do Ano Tinto 2018,Portugal,Alentejano,Monte da Ravasqueira,3.9,0.35055992209779574,0.055455983131259885,2018,Red
Chianti Classico 2016,Italy,Chianti Classico,Castello di Monsanto,3.8,0.35055992209779574,0.09984185556141276,2016,Red
Tortoniano Barolo 2014,Italy,Barolo,Michele Chiarlo,3.9,0.35055992209779574,0.3573010015814444,2014,Red
Lagrein Südtirol 2017,Italy,Südtirol - Alto Adige,Muri-Gries,3.8,0.35055992209779574,0.09457037427517132,2017,Red
Haut Roc Blanquant Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Belair-Monange,3.8,0.019475551227655322,0.4035846072746442,2015,Red
Roncomoro Merlot 2016,Italy,Friuli Grave,Pradio,3.8,0.019475551227655322,0.0775962045334739,2016,Red
Château Les Cruzelles Lalande-de-Pomerol 2010,France,Lalande-de-Pomerol,Denis Durantou,4.0,0.019475551227655322,0.38798102266736956,2010,Red
Crianza 2015,Spain,Rioja,Bodegas Casa Primicia,3.7,0.019475551227655322,0.0775962045334739,2015,Red
Terre Pourpre Visan 2017,France,Côtes-du-Rhône-Villages 'Visan',Domaine La Florane,4.0,0.019475551227655322,0.13020558777016342,2017,Red
Gigondas Le Claux 2016,France,Gigondas,Château de Saint Cosme,4.1,0.019475551227655322,0.8724301528729573,2016,Red
Shamàn Montepulciano d'Abruzzo Riserva 2013,Italy,Montepulciano d'Abruzzo,Rosarubra,4.4,0.019475551227655322,0.38323668950975226,2013,Red
1838 2016,Germany,Pfalz,Bergdolt-Reif & Nett,3.3,0.019475551227655322,0.046916183447548755,2016,Red
Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Farnese,3.6,0.019475551227655322,0.03531892461781761,2017,Red
Cabernet Sauvignon 2013,Austria,Burgenland,Kollwentz,4.1,0.019475551227655322,0.5782814971006853,2013,Red
Vigin Nebbiolo d'Alba 2000,Italy,Nebbiolo d'Alba,Casetta,3.8,0.019475551227655322,0.2567211386399578,2000,Red
Barolo 2015,Italy,Barolo,Brovia,4.0,0.019475551227655322,0.47706905640484976,2015,Red
Améthyste 2016,France,Vins des Allobroges,Domaine des Ardoisieres,3.9,0.019475551227655322,0.7272535582498681,2016,Red
Ad Hoc Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Tenuta Giustini,4.3,0.019475551227655322,0.11966262519768056,2018,Red
Syrah Toscana Collezione Privata 2015,Italy,Toscana,Isole e Olena,4.3,0.019475551227655322,0.4054823405376911,2015,Red
Reserva Alentejano Tinto 2015,Portugal,Alentejano,Monte Cascas,3.9,0.019475551227655322,0.13020558777016342,2015,Red
Summo Laco Rosso 2016,Italy,Vigneti delle Dolomiti,Madonna delle Vittorie,3.7,0.019475551227655322,0.15171323141802848,2016,Red
Merlot 2017,South Africa,Paarl,Niel Joubert,3.5,0.019475551227655322,0.027306273062730632,2017,Red
Imprint of Mark Shannon Primitivo Appassito 2017,Italy,Puglia,A Mano,3.6,0.019475551227655322,0.08170795993674224,2017,Red
Passo Lungo Primitivo Tardivo 2018,Italy,Puglia,San Donaci,3.9,0.019475551227655322,0.05007907221929362,2018,Red
I Mori Gaglioppo - Cabernet 2016,Italy,Calabria,Ippolito 1845,3.6,0.019475551227655322,0.09330521876647338,2016,Red
Turtur 2017,Germany,Pfalz,Schneider,3.9,0.019475551227655322,0.11270426989984186,2017,Red
Lagrein (Selezione) 2019,Italy,Südtirol - Alto Adige,Elena Walch,3.7,0.019475551227655322,0.11280969952556669,2019,Red
Spätburgunder S 2017,Germany,Ahr,Meyer - Näkel,4.0,0.019475551227655322,0.2820242488139167,2017,Red
57 Gran Reserva 2012,Spain,Rioja,Campillo,4.1,0.019475551227655322,0.3757511860832894,2012,Red
Lignum Penedès 2010,Spain,Penedès,Albet i Noya,3.6,0.019475551227655322,0.06389035318924619,2010,Red
The King's Wrath Pinot Noir 2016,New Zealand,Marlborough,The Kings Series,3.8,0.019475551227655322,0.4665260938323669,2016,Red
Merlot - Shiraz 2018,South Africa,Citrusdal Mountain,Cederberg,3.9,0.019475551227655322,0.1054296257248287,2018,Red
Reserva Rioja Tempranillo 2012,Spain,Rioja,Baigorri,3.8,0.019475551227655322,0.18144438587243017,2012,Red
Millenium Reserva 2004,Spain,Ribera del Duero,Tinto Pesquera,4.0,0.019475551227655322,1.0,2004,Red
Zweigelt Föllikberg 2016,Austria,Burgenland,Kollwentz,3.7,0.019475551227655322,0.18218239325250396,2016,Red
Modello delle Venezie Rosso 2018,Italy,delle Venezie,Masi,3.4,0.019475551227655322,0.032156035846072746,2018,Red
Tributo 2017,Portugal,Almeirim,Rui Reguinga,4.1,0.019475551227655322,0.21929362150764364,2017,Red
Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2005,France,Pessac-Léognan,Château Haut-Brion,4.3,0.35125547749878344,1.0,2005,Red
El Puntido Gran Reserva 2006,Spain,Rioja,Viñedos de Páganos,4.3,0.35125547749878344,0.38798102266736956,2006,Red
Sassicaia 2009,Italy,Bolgheri Sassicaia,Tenuta San Guido,4.7,0.9999999999999999,1.0,2009,Red
